customer_id,age,gender,region,tenure_months,monthly_charges,total_spend,contract_type,payment_method,support_tickets,login_frequency,last_login_days,products_used,discount_usage,complaints,satisfaction_score,marketing_emails_opened,monthly_orders,avg_order_value,preferred_login_device,preferred_order_cat,churn
CP-20678,41,Female,Europe,17.0,83.59,1461.85,Month-to-Month,Credit Card,4,5,0,1,Moderate,0,5,3,6,43.29,Mobile App,Electronics,1
CP-20679,42,Female,North America,5.0,56.53,304.12,Two Year,Credit Card,2,6,11,2,Moderate,0,4,1,2,39.54,Mobile App,SaaS Subscriptions,0
CP-20680,24,Male,Latin America,15.0,81.53,1296.27,Month-to-Month,Bank Transfer,1,12,15,3,High,0,3,0,5,52.77,Desktop,SaaS Subscriptions,1
CP-20681,59,Male,North America,23.0,39.73,929.91,Month-to-Month,Credit Card,5,15,2,2,Low,1,4,5,3,54.91,Mobile App,Fashion,0
CP-20682,34,Male,Europe,72.0,93.66,6481.53,Month-to-Month,UPI/Digital Wallet,4,24,28,2,High,1,1,22,3,71.15,Mobile App,Fashion,0
CP-20683,46,Male,Europe,17.0,39.94,641.71,Two Year,Credit Card,0,19,15,1,Moderate,1,1,7,4,37.57,Tablet,Fashion,0
CP-20684,47,Male,North America,36.0,103.32,3827.85,Month-to-Month,UPI/Digital Wallet,2,10,7,1,,0,2,22,5,55.59,Mobile App,Home & Living,0
CP-20685,24,Male,Asia Pacific,33.0,31.73,1020.25,Two Year,Electronic Check,5,27,16,2,,0,2,17,4,46.51,Tablet,Electronics,0
CP-20686,50,Female,Asia Pacific,51.0,85.82,4324.21,Two Year,Electronic Check,2,38,3,1,,0,2,0,1,58.88,Mobile App,SaaS Subscriptions,0
CP-20687,24,Female,Asia Pacific,24.0,106.75,2634.1,Month-to-Month,Credit Card,3,23,2,2,Low,1,2,10,5,52.14,Desktop,Grocery,0
CP-20688,41,Female,Europe,5.0,36.58,191.78,Two Year,Credit Card,2,3,60,3,,0,4,11,1,56.28,Mobile App,Fashion,0
CP-20689,28,Female,Latin America,7.0,71.3,503.67,Month-to-Month,Credit Card,2,1,3,2,,0,3,24,8,53.33,Tablet,Electronics,1
CP-20690,26,Female,North America,28.0,125.41,3712.29,Month-to-Month,UPI/Digital Wallet,2,22,0,1,High,0,2,0,9,41.16,Mobile App,Electronics,0
CP-20691,29,Female,Europe,14.0,50.68,748.37,One Year,Electronic Check,2,27,40,1,Low,0,3,10,8,70.98,Mobile App,SaaS Subscriptions,0
CP-20692,52,Male,Latin America,6.0,76.59,463.43,One Year,Credit Card,1,26,31,2,Moderate,0,1,12,4,37.05,Mobile App,Grocery,0
CP-20693,21,Male,North America,20.0,65.47,1222.04,Month-to-Month,Electronic Check,2,3,35,1,Low,0,4,16,8,44.36,Mobile App,Electronics,1
CP-20694,53,Female,North America,43.0,63.39,2807.47,Month-to-Month,Credit Card,3,7,12,1,Low,0,1,2,1,73.81,Mobile App,Electronics,0
CP-20695,45,Female,Middle East,8.0,18.0,141.17,Month-to-Month,UPI/Digital Wallet,3,22,5,3,Low,0,3,21,3,33.6,Mobile App,SaaS Subscriptions,0
CP-20696,30,Male,Middle East,17.0,98.49,1749.26,Month-to-Month,Bank Transfer,2,5,4,1,,1,2,23,6,68.4,Mobile App,Electronics,1
CP-20697,40,Male,Asia Pacific,16.0,44.05,656.74,Month-to-Month,Electronic Check,1,19,40,1,,0,3,9,4,38.18,Desktop,Fashion,1
CP-20698,36,Female,Europe,3.0,81.71,243.39,One Year,Bank Transfer,6,27,4,3,Low,0,3,3,5,28.1,Desktop,SaaS Subscriptions,0
CP-20699,59,Male,Europe,2.0,77.29,152.52,Month-to-Month,Credit Card,1,8,47,1,Low,0,1,7,4,54.15,Mobile App,SaaS Subscriptions,1
CP-20700,54,Male,North America,40.0,84.3,3203.51,One Year,Credit Card,1,21,7,2,Low,0,1,25,8,58.22,Mobile App,Fashion,0
CP-20701,56,Female,Europe,49.0,66.96,3308.44,Month-to-Month,Electronic Check,4,28,5,1,High,0,5,17,3,34.01,Mobile App,Grocery,0
CP-20702,41,Female,Europe,43.0,51.94,2243.91,One Year,Credit Card,3,17,0,4,Low,0,5,23,6,25.23,Tablet,Electronics,0
CP-20703,33,Female,North America,10.0,47.28,471.16,Month-to-Month,Credit Card,5,4,14,1,Low,1,1,3,2,31.04,Mobile App,Fashion,1
CP-20704,50,Female,Europe,7.0,87.49,595.82,Month-to-Month,Credit Card,2,15,5,1,,0,5,16,6,38.87,Mobile App,Electronics,1
CP-20705,29,Female,Europe,52.0,86.01,4771.44,Two Year,Bank Transfer,0,28,19,1,Low,1,2,0,6,32.73,Desktop,Electronics,0
CP-20706,51,Female,Asia Pacific,39.0,101.28,4131.04,One Year,UPI/Digital Wallet,1,8,16,1,Moderate,0,3,19,6,58.51,Mobile App,Fashion,0
CP-20707,24,Male,Europe,31.0,53.48,1749.36,Month-to-Month,Credit Card,3,13,5,4,,0,3,19,3,30.75,Desktop,Fashion,0
CP-20708,28,Male,Latin America,8.0,52.09,402.21,Two Year,Credit Card,5,8,6,2,Low,0,3,26,7,69.5,Mobile App,SaaS Subscriptions,0
CP-20709,48,Female,Europe,19.0,36.5,744.46,Month-to-Month,Bank Transfer,0,21,4,4,Low,0,1,20,5,47.67,Desktop,Electronics,0
CP-20710,46,Male,Europe,25.0,69.21,1682.09,Month-to-Month,Electronic Check,1,33,27,2,Low,0,4,16,6,42.92,Mobile App,Electronics,0
CP-20711,30,Male,Europe,16.0,88.41,1324.76,Month-to-Month,Bank Transfer,1,28,6,1,,1,2,6,6,79.01,Desktop,Fashion,1
CP-20712,48,Male,North America,17.0,96.78,1729.43,Month-to-Month,Credit Card,2,15,16,3,,0,3,5,4,28.42,Mobile App,SaaS Subscriptions,0
CP-20713,19,Male,Europe,26.0,74.79,1800.64,Two Year,Credit Card,2,31,0,2,Moderate,0,4,27,7,48.88,Mobile App,Fashion,0
CP-20714,56,Male,Asia Pacific,27.0,91.0,2642.4,Month-to-Month,Electronic Check,2,24,0,1,High,0,5,24,5,53.51,Mobile App,Electronics,0
CP-20715,32,Female,Europe,5.0,78.54,368.49,Month-to-Month,Electronic Check,2,31,38,4,,0,4,10,1,13.09,Mobile App,Fashion,0
CP-20716,28,Male,Latin America,9.0,72.04,610.95,Month-to-Month,Bank Transfer,3,17,17,1,Moderate,0,3,7,5,50.05,Desktop,Electronics,1
CP-20717,51,Male,Europe,28.0,53.91,1394.88,Two Year,UPI/Digital Wallet,3,39,13,1,Low,0,3,11,4,43.23,Tablet,Grocery,0
CP-20718,56,Female,North America,6.0,121.7,684.73,Two Year,Credit Card,2,25,0,1,Low,1,5,4,0,43.45,Mobile App,Electronics,0
CP-20719,21,Female,Europe,45.0,34.7,1494.61,Two Year,Electronic Check,1,7,1,5,Low,1,2,11,4,66.53,Mobile App,Electronics,0
CP-20720,28,Male,Asia Pacific,33.0,58.75,2030.11,Month-to-Month,Electronic Check,3,37,15,1,Low,0,3,7,5,57.59,Mobile App,Home & Living,0
CP-20721,46,Female,Europe,41.0,67.63,2555.99,One Year,Electronic Check,2,35,3,2,Moderate,0,2,15,4,36.17,Tablet,Grocery,0
CP-20722,19,Female,Latin America,7.0,44.9,332.12,Month-to-Month,Bank Transfer,3,1,1,1,Moderate,0,4,29,3,28.08,Desktop,Grocery,0
CP-20723,33,Female,Asia Pacific,2.0,50.7,98.2,Month-to-Month,Credit Card,1,7,10,4,,1,2,4,4,14.61,Tablet,Grocery,1
CP-20724,56,Male,North America,2.0,42.78,90.89,Month-to-Month,UPI/Digital Wallet,3,38,10,3,Moderate,0,4,13,5,57.16,Desktop,SaaS Subscriptions,0
CP-20725,30,Female,North America,15.0,87.56,1296.0,One Year,Bank Transfer,1,36,24,2,,0,2,6,4,33.25,Mobile App,SaaS Subscriptions,0
CP-20726,54,Female,Europe,7.0,69.83,504.9,Month-to-Month,Bank Transfer,3,36,0,1,Moderate,0,4,22,6,56.97,Desktop,Grocery,0
CP-20727,34,Female,North America,6.0,126.27,714.74,One Year,Credit Card,1,24,20,1,Moderate,0,5,9,7,68.76,Mobile App,Fashion,0
CP-20728,38,Male,Europe,5.0,86.41,435.04,Two Year,Electronic Check,4,5,41,2,,0,3,21,3,62.58,Desktop,SaaS Subscriptions,1
CP-20729,61,Female,Asia Pacific,15.0,78.97,1152.07,Month-to-Month,Electronic Check,2,37,2,1,High,1,5,3,5,50.53,Mobile App,Grocery,0
CP-20730,36,Female,Europe,15.0,67.91,979.77,Month-to-Month,UPI/Digital Wallet,3,20,1,3,,0,3,9,6,46.72,Mobile App,Fashion,0
CP-20731,24,Male,Europe,10.0,98.61,1014.16,Month-to-Month,Electronic Check,1,2,20,3,,0,5,20,2,31.89,Desktop,Grocery,1
CP-20732,55,Male,Europe,3.0,25.37,81.04,Two Year,Electronic Check,1,19,2,3,High,0,2,16,5,34.21,Desktop,Fashion,0
CP-20733,25,Female,North America,48.0,99.3,4868.88,One Year,Credit Card,2,38,41,1,,0,1,7,7,37.9,Mobile App,Fashion,0
CP-20734,30,Male,Asia Pacific,11.0,60.86,710.59,One Year,Credit Card,2,31,0,2,Low,0,3,24,4,46.09,Tablet,Grocery,0
CP-20735,54,Female,Asia Pacific,3.0,22.91,67.36,One Year,Electronic Check,2,3,13,1,Moderate,0,3,18,1,69.38,Desktop,Fashion,0
CP-20736,19,Male,Europe,1.0,43.27,44.41,One Year,Electronic Check,1,20,45,1,,0,2,20,4,81.04,Mobile App,Electronics,1
CP-20737,58,Male,North America,3.0,105.54,296.3,Month-to-Month,Electronic Check,2,36,8,1,Low,0,2,29,5,42.7,Mobile App,Grocery,1
CP-20738,28,Female,Asia Pacific,7.0,78.42,588.53,Month-to-Month,Bank Transfer,2,25,6,4,,0,4,10,4,35.13,Desktop,SaaS Subscriptions,0
CP-20739,41,Male,Europe,18.0,130.2,2422.48,Month-to-Month,Credit Card,0,39,6,3,,0,3,9,7,46.29,Mobile App,Home & Living,0
CP-20740,23,Female,North America,64.0,55.47,3567.76,Two Year,Bank Transfer,1,1,18,2,Low,1,4,17,8,40.09,Mobile App,Electronics,0
CP-20741,43,Female,Latin America,6.0,72.24,458.89,One Year,Electronic Check,1,30,0,1,Moderate,0,3,2,2,68.04,Desktop,Fashion,0
CP-20742,24,Female,Asia Pacific,29.0,69.69,2089.78,Two Year,Electronic Check,1,13,1,4,Moderate,0,3,17,4,52.83,Desktop,Fashion,0
CP-20743,56,Female,Europe,44.0,33.7,1469.87,Month-to-Month,Electronic Check,1,1,6,3,Moderate,0,1,28,4,63.75,Mobile App,Electronics,0
CP-20744,36,Female,Europe,9.0,69.93,636.33,Month-to-Month,Credit Card,4,10,16,2,Moderate,0,1,22,6,42.71,Mobile App,Electronics,1
CP-20745,23,Male,Middle East,6.0,78.51,475.55,Month-to-Month,Credit Card,2,25,20,2,Moderate,0,1,11,5,74.93,Mobile App,Fashion,1
CP-20746,60,Female,Asia Pacific,13.0,67.44,899.41,Month-to-Month,Electronic Check,1,3,2,1,,0,5,11,0,32.64,Mobile App,Grocery,0
CP-20747,46,Male,Europe,41.0,111.84,4778.25,One Year,Bank Transfer,2,6,29,1,Low,0,5,29,4,9.02,Desktop,SaaS Subscriptions,0
CP-20748,60,Male,Asia Pacific,1.0,58.86,58.86,Two Year,UPI/Digital Wallet,3,13,0,1,Low,1,1,15,6,57.67,Mobile App,Grocery,0
CP-20749,56,Female,North America,13.0,70.85,960.29,Month-to-Month,Bank Transfer,4,16,5,4,,0,4,13,4,55.36,Mobile App,Electronics,0
CP-20750,19,Female,North America,26.0,35.05,879.27,Two Year,Bank Transfer,1,27,8,1,Moderate,0,2,0,8,68.66,Mobile App,Grocery,0
CP-20751,36,Male,North America,17.0,53.21,887.14,Two Year,Credit Card,1,1,1,1,Moderate,0,2,17,5,57.47,Mobile App,Fashion,0
CP-20752,21,Male,North America,13.0,26.14,332.91,Two Year,Electronic Check,1,39,2,3,Low,0,4,10,1,37.96,Mobile App,SaaS Subscriptions,0
CP-20753,23,Female,Asia Pacific,15.0,73.09,1022.91,Month-to-Month,UPI/Digital Wallet,1,31,47,1,Moderate,0,4,3,8,37.8,Tablet,Fashion,0
CP-20754,66,Male,North America,18.0,83.96,1437.16,Month-to-Month,Credit Card,5,7,1,4,,1,4,23,4,34.92,Desktop,Home & Living,1
CP-20755,54,Female,Asia Pacific,21.0,89.46,2023.53,Month-to-Month,UPI/Digital Wallet,0,9,8,1,Low,0,5,18,12,62.9,Mobile App,Grocery,0
CP-20756,45,Female,Europe,8.0,75.47,604.23,Month-to-Month,Credit Card,3,39,7,5,High,0,2,9,7,36.86,Mobile App,Electronics,1
CP-20757,47,Male,Europe,14.0,71.82,960.57,Month-to-Month,Credit Card,2,20,20,3,,1,5,14,1,57.29,Desktop,Home & Living,1
CP-20758,24,Male,North America,6.0,67.11,395.16,Two Year,Electronic Check,0,2,3,2,Moderate,0,1,0,4,78.04,Desktop,Electronics,0
CP-20759,26,Female,Europe,72.0,69.28,4945.19,One Year,Electronic Check,1,18,6,1,Low,0,1,24,2,75.56,Mobile App,Fashion,0
CP-20760,42,Male,North America,4.0,39.71,158.11,Month-to-Month,Credit Card,0,30,20,1,High,1,2,19,1,50.82,Desktop,Electronics,1
CP-20761,50,Male,Europe,3.0,72.34,214.87,Two Year,Credit Card,4,36,7,1,Moderate,0,2,5,4,65.95,Desktop,Electronics,0
CP-20762,18,Male,Asia Pacific,6.0,49.35,309.77,Month-to-Month,Credit Card,6,26,28,1,Moderate,1,2,12,2,34.49,Mobile App,Grocery,1
CP-20763,68,Male,Europe,46.0,71.8,3228.17,Two Year,UPI/Digital Wallet,0,33,5,2,Low,1,4,13,8,58.7,Mobile App,Electronics,0
CP-20764,23,Male,Asia Pacific,20.0,44.35,900.14,Month-to-Month,Credit Card,3,26,5,1,High,1,2,9,3,50.9,Mobile App,Fashion,0
CP-20765,35,Female,Asia Pacific,11.0,97.44,1063.88,One Year,Bank Transfer,1,2,3,4,,0,1,12,5,40.62,Mobile App,Fashion,0
CP-20766,27,Female,Asia Pacific,47.0,115.46,5395.02,One Year,Electronic Check,0,33,12,3,,0,3,10,1,58.83,Mobile App,Home & Living,0
CP-20767,45,Female,North America,42.0,44.91,2019.59,One Year,Credit Card,3,33,17,1,Low,0,4,18,4,49.11,Mobile App,SaaS Subscriptions,0
CP-20768,28,Female,Middle East,10.0,53.23,517.47,One Year,Credit Card,3,15,0,1,Low,0,3,9,5,52.48,Mobile App,SaaS Subscriptions,0
CP-20769,50,Male,Europe,15.0,57.39,810.07,Month-to-Month,Electronic Check,1,30,9,2,,0,2,6,2,38.21,Desktop,Electronics,1
CP-20770,18,Male,Asia Pacific,43.0,71.32,3008.06,Month-to-Month,Electronic Check,4,21,9,2,Low,0,4,5,2,52.28,Desktop,Fashion,0
CP-20771,30,Female,Asia Pacific,7.0,101.04,665.58,Two Year,Credit Card,2,29,35,1,,0,3,11,10,80.99,Mobile App,Electronics,0
CP-20772,54,Female,Europe,10.0,32.66,343.33,Month-to-Month,Credit Card,3,9,5,5,,0,1,20,3,80.25,Mobile App,Home & Living,1
CP-20773,37,Female,Middle East,29.0,69.95,1942.28,Two Year,UPI/Digital Wallet,3,8,0,5,Low,0,4,13,3,68.18,Mobile App,SaaS Subscriptions,0
CP-20774,18,Female,North America,22.0,74.41499999999999,2516.87,One Year,Electronic Check,5,34,11,1,,0,5,9,5,28.91,Tablet,Grocery,0
CP-20775,69,Female,Europe,1.0,36.67,36.67,One Year,Electronic Check,3,31,8,2,Low,0,3,9,4,64.81,Desktop,Electronics,0
CP-20776,20,Male,North America,3.0,106.99,298.16,Two Year,Electronic Check,3,24,5,2,Moderate,0,3,7,2,67.03,Mobile App,Electronics,0
CP-20777,35,Female,North America,34.0,50.92,1682.02,One Year,Bank Transfer,1,24,8,1,Moderate,0,1,29,3,53.03,Desktop,Fashion,0
CP-20778,58,Female,Asia Pacific,1.0,41.62,44.9,One Year,Electronic Check,1,6,0,1,,1,3,20,5,30.13,Mobile App,Electronics,1
CP-20779,31,Other,North America,46.0,116.66,5773.96,Two Year,UPI/Digital Wallet,2,25,11,1,,0,1,7,5,58.66,Desktop,SaaS Subscriptions,0
CP-20780,48,Female,Latin America,6.0,109.9,656.57,Month-to-Month,UPI/Digital Wallet,4,6,7,3,,1,2,16,6,58.77,Mobile App,Fashion,1
CP-20781,44,Female,Europe,17.0,20.77,346.38,Two Year,Electronic Check,2,28,6,5,High,1,3,0,6,52.23,Mobile App,SaaS Subscriptions,0
CP-20782,34,Female,Europe,15.0,105.38,1700.92,Month-to-Month,Electronic Check,3,19,8,1,Low,1,5,12,6,42.26,Mobile App,Electronics,0
CP-20783,63,Female,North America,10.0,91.11,901.34,One Year,Credit Card,0,29,8,4,,1,3,24,5,53.64,Mobile App,Grocery,0
CP-20784,46,Other,North America,1.0,90.36,90.36,Two Year,UPI/Digital Wallet,1,3,1,3,Moderate,1,3,15,5,40.15,Desktop,Electronics,0
CP-20785,53,Female,Latin America,4.0,54.94,235.81,One Year,Electronic Check,2,13,33,1,Low,0,1,9,2,51.04,Desktop,SaaS Subscriptions,1
CP-20786,54,Female,Asia Pacific,18.0,88.58,1682.17,Month-to-Month,Electronic Check,3,24,9,1,Low,1,1,11,5,74.21,Mobile App,Home & Living,1
CP-20787,43,Male,North America,11.0,93.38,1058.12,Month-to-Month,Bank Transfer,1,17,24,1,Moderate,0,2,5,1,48.84,Desktop,Grocery,1
CP-20788,70,Female,North America,10.0,69.12,731.66,Month-to-Month,Bank Transfer,1,17,29,2,Moderate,0,3,28,7,43.96,Desktop,Electronics,1
CP-20789,34,Female,North America,2.0,119.08,224.69,One Year,Credit Card,3,26,7,3,Moderate,1,2,1,3,68.12,Mobile App,Fashion,1
CP-20790,39,Female,North America,8.0,18.0,137.76,One Year,UPI/Digital Wallet,1,4,28,1,Low,0,5,2,3,18.33,Mobile App,Grocery,0
CP-20791,42,Male,Asia Pacific,14.0,75.89,991.39,One Year,Credit Card,3,34,0,2,Moderate,0,3,16,2,42.62,Mobile App,Home & Living,0
CP-20792,19,Female,Asia Pacific,2.0,55.24,117.99,Two Year,Credit Card,0,27,3,1,Low,0,2,8,2,39.35,Desktop,Electronics,0
CP-20793,39,Male,Europe,2.0,100.69,195.91,Month-to-Month,Credit Card,2,18,2,2,High,0,2,10,6,51.49,Mobile App,Grocery,1
CP-20794,22,Female,Latin America,13.0,93.89,1304.38,Month-to-Month,Bank Transfer,3,2,17,1,Moderate,0,1,18,8,46.65,Mobile App,Electronics,1
CP-20795,21,Male,North America,15.0,58.94,881.59,Month-to-Month,Credit Card,1,31,2,5,Moderate,0,2,15,4,42.95,Mobile App,Electronics,0
CP-20796,53,Female,Europe,6.0,81.48,506.32,Month-to-Month,Credit Card,1,6,10,1,Moderate,0,3,2,4,42.59,Tablet,SaaS Subscriptions,1
CP-20797,23,Male,Asia Pacific,8.0,33.27,276.91,Month-to-Month,Credit Card,4,11,5,2,Low,0,5,1,8,28.67,Mobile App,SaaS Subscriptions,0
CP-20798,69,Male,North America,29.0,101.97,2864.56,Month-to-Month,Electronic Check,4,36,7,4,Low,1,2,9,3,40.56,Tablet,Fashion,1
CP-20799,38,Female,Europe,37.0,29.35,1078.16,Month-to-Month,Bank Transfer,1,2,21,2,,0,5,21,2,27.12,Desktop,Electronics,0
CP-20800,30,Male,Europe,8.0,66.53,566.39,Month-to-Month,Bank Transfer,5,23,4,1,Moderate,1,4,18,4,53.36,Mobile App,Grocery,0
CP-20801,54,Female,Europe,8.0,53.88,450.65,Month-to-Month,Bank Transfer,4,32,9,3,Low,0,4,18,8,43.3,Desktop,Fashion,0
CP-20802,42,Female,Europe,32.0,104.9,3392.41,One Year,Bank Transfer,4,3,9,3,,1,1,2,9,37.48,Mobile App,Electronics,1
CP-20803,43,Female,Europe,66.0,54.93,3572.96,Two Year,Credit Card,3,30,8,1,Moderate,0,3,15,3,29.79,Mobile App,Home & Living,0
CP-20804,56,Male,Europe,7.0,112.15,844.95,One Year,Credit Card,2,7,14,2,Low,0,1,16,4,8.0,Desktop,SaaS Subscriptions,1
CP-20805,37,Female,North America,28.0,102.95,2670.98,Month-to-Month,Credit Card,2,2,28,1,,0,5,4,1,27.08,Desktop,SaaS Subscriptions,1
CP-20806,50,Male,North America,12.0,18.53,231.89,Month-to-Month,Electronic Check,0,37,18,1,,0,5,11,7,62.35,Mobile App,Electronics,0
CP-20807,31,Female,Europe,6.0,124.83,759.18,Month-to-Month,Credit Card,1,17,15,1,Low,0,5,10,4,51.66,Mobile App,Electronics,1
CP-20808,53,Female,North America,21.0,39.48,885.43,Month-to-Month,Electronic Check,1,12,4,1,Moderate,0,4,23,7,56.24,Mobile App,Grocery,0
CP-20809,34,Male,Latin America,12.0,69.39,865.07,Two Year,Credit Card,1,23,22,1,Low,0,1,9,5,47.89,Mobile App,Electronics,0
CP-20810,38,Male,Asia Pacific,6.0,91.96,520.45,Two Year,Electronic Check,3,21,2,1,Low,0,3,15,5,63.54,Mobile App,Grocery,0
CP-20811,63,Male,North America,3.0,92.12,289.09,Month-to-Month,Electronic Check,0,5,18,1,Low,1,5,27,1,67.55,Mobile App,Electronics,1
CP-20812,33,Female,Asia Pacific,37.0,84.63,3044.08,Two Year,Bank Transfer,5,16,7,2,Low,1,5,7,3,22.62,Mobile App,Electronics,0
CP-20813,63,Male,Europe,38.0,77.83,2882.32,One Year,Bank Transfer,1,25,13,4,Moderate,0,2,10,4,73.97,Mobile App,Electronics,0
CP-20814,33,Female,North America,2.0,54.6,109.0,Two Year,Credit Card,0,11,8,1,Low,0,3,3,4,34.65,Desktop,Grocery,0
CP-20815,37,Female,Europe,20.0,81.43,1663.71,Month-to-Month,Electronic Check,4,14,2,1,,0,5,6,7,54.12,Mobile App,Home & Living,0
CP-20816,46,Female,Asia Pacific,4.0,66.48,245.16,Month-to-Month,UPI/Digital Wallet,0,36,7,2,,1,5,29,5,50.97,Mobile App,Home & Living,1
CP-20817,45,Female,North America,19.0,80.2,1634.98,Month-to-Month,Electronic Check,1,20,10,2,Low,0,4,12,5,57.08,Desktop,Home & Living,0
CP-20818,25,Male,North America,43.0,18.0,790.41,Month-to-Month,Credit Card,1,5,25,5,Low,0,3,14,5,56.03,Tablet,Grocery,0
CP-20819,41,Female,North America,6.0,136.11,805.16,One Year,Electronic Check,3,1,0,1,,0,5,12,8,60.66,Tablet,Electronics,0
CP-20820,20,Female,North America,8.0,98.78,809.93,Two Year,Electronic Check,5,38,7,1,Low,1,4,25,2,63.34,Tablet,Fashion,0
CP-20821,42,Female,North America,29.0,75.25,2245.5,One Year,Credit Card,1,2,31,4,High,0,4,6,2,64.07,Mobile App,Fashion,0
CP-20822,36,Male,Europe,24.0,85.17,1886.96,Month-to-Month,Electronic Check,2,4,7,2,Low,1,3,13,5,25.63,Mobile App,Grocery,1
CP-20823,50,Male,North America,10.0,90.78,850.21,One Year,Credit Card,2,3,7,1,Low,0,3,0,6,46.71,Mobile App,Fashion,0
CP-20824,19,Male,North America,34.0,87.46,3001.68,Month-to-Month,Credit Card,1,12,4,1,Low,0,3,15,5,33.42,Mobile App,Fashion,0
CP-20825,32,Male,North America,46.0,91.36,4140.1,Two Year,Credit Card,1,14,24,1,Moderate,0,2,16,4,48.69,Mobile App,Electronics,0
CP-20826,39,Male,Asia Pacific,11.0,82.28,900.9,Month-to-Month,Credit Card,4,28,4,1,,0,4,9,3,61.08,Mobile App,Home & Living,0
CP-20827,27,Female,Europe,1.0,69.24,69.24,One Year,Electronic Check,2,20,3,3,,0,3,17,5,70.14,Desktop,Electronics,0
CP-20828,35,Female,Europe,13.0,41.9,582.78,Month-to-Month,Bank Transfer,2,20,20,1,Moderate,0,2,22,2,70.57,Mobile App,Grocery,0
CP-20829,39,Female,Europe,25.0,67.27,1641.46,Month-to-Month,Credit Card,6,23,14,1,High,0,1,18,4,52.05,Mobile App,Electronics,1
CP-20830,63,Female,Asia Pacific,5.0,83.09,386.13,One Year,Bank Transfer,4,29,6,2,,1,4,21,4,35.92,Mobile App,Fashion,0
CP-20831,66,Male,Europe,2.0,100.46,205.39,One Year,Electronic Check,1,19,20,1,Low,0,5,3,2,36.63,Mobile App,SaaS Subscriptions,0
CP-20832,44,Female,North America,7.0,87.0,616.96,Month-to-Month,UPI/Digital Wallet,2,15,15,1,Low,1,3,3,5,50.98,Tablet,SaaS Subscriptions,1
CP-20833,30,Female,North America,1.0,67.72,68.61,One Year,Credit Card,0,17,2,2,,0,2,7,3,57.93,Desktop,Fashion,0
CP-20834,50,Female,North America,23.0,76.95,1648.84,Month-to-Month,Electronic Check,3,4,12,1,,1,1,13,8,57.8,Desktop,Fashion,1
CP-20835,22,Female,Europe,3.0,48.51,151.83,Two Year,UPI/Digital Wallet,1,28,14,1,Moderate,0,1,3,5,51.45,Desktop,Home & Living,0
CP-20836,43,Male,North America,24.0,87.96,2054.92,One Year,Credit Card,3,6,19,2,High,0,5,3,5,18.66,Desktop,Grocery,0
CP-20837,30,Female,North America,5.0,64.95,348.28,Month-to-Month,Bank Transfer,7,38,25,1,Moderate,0,2,23,4,20.35,Desktop,SaaS Subscriptions,1
CP-20838,44,Male,Europe,72.0,45.37,3330.45,Month-to-Month,Credit Card,3,36,1,3,Low,0,4,19,4,44.53,Desktop,Grocery,0
CP-20839,31,Male,Europe,14.0,68.08,979.8,Month-to-Month,Credit Card,1,12,3,3,Moderate,0,3,6,4,23.67,Desktop,Electronics,0
CP-20840,41,Male,Asia Pacific,1.0,79.68,80.75,Month-to-Month,Bank Transfer,2,13,60,4,,0,2,21,7,26.37,Desktop,Home & Living,1
CP-20841,20,Female,Europe,27.0,99.98,2678.79,One Year,UPI/Digital Wallet,1,18,54,1,Moderate,0,1,6,5,39.81,Mobile App,SaaS Subscriptions,1
CP-20842,64,Male,Middle East,10.0,74.14,722.33,Month-to-Month,UPI/Digital Wallet,2,14,13,2,Moderate,1,2,7,4,39.41,Mobile App,SaaS Subscriptions,1
CP-20843,68,Female,Middle East,17.0,25.94,416.91,Month-to-Month,UPI/Digital Wallet,1,4,15,3,,0,3,10,1,51.77,Mobile App,SaaS Subscriptions,0
CP-20844,66,Male,Asia Pacific,55.0,70.42,3946.13,Month-to-Month,Credit Card,1,17,17,3,High,0,2,20,1,50.62,Tablet,Electronics,0
CP-20845,47,Female,Middle East,14.0,69.87,1055.79,One Year,Electronic Check,2,32,7,1,Moderate,1,3,16,5,45.11,Mobile App,Fashion,0
CP-20846,52,Female,North America,30.0,52.22,1544.24,One Year,Credit Card,2,13,8,1,,1,1,15,5,53.59,Mobile App,Home & Living,0
CP-20847,65,Male,Asia Pacific,7.0,54.25,364.31,One Year,Electronic Check,6,16,1,2,Low,0,4,18,5,41.72,Mobile App,Home & Living,0
CP-20848,31,Male,North America,23.0,101.85,2454.21,Two Year,Credit Card,7,19,60,1,Moderate,0,1,8,3,35.19,Mobile App,SaaS Subscriptions,1
CP-20849,29,Female,Asia Pacific,2.0,84.0,179.69,Month-to-Month,Electronic Check,1,39,43,2,Moderate,0,5,21,6,40.0,Mobile App,Electronics,1
CP-20850,45,Male,Europe,41.0,101.79,4497.73,Month-to-Month,Credit Card,5,29,2,1,Low,0,1,27,3,51.9,Desktop,Home & Living,0
CP-20851,61,Female,North America,5.0,94.8,500.91,Two Year,Bank Transfer,3,33,1,2,Low,0,5,26,3,56.05,Desktop,Grocery,0
CP-20852,46,Female,Middle East,7.0,74.84,513.01,Month-to-Month,UPI/Digital Wallet,2,34,4,3,High,1,2,23,5,40.29,Mobile App,Electronics,1
CP-20853,60,Male,North America,58.0,84.17,5157.67,Two Year,Bank Transfer,2,33,36,1,Moderate,1,4,9,4,32.39,Desktop,Fashion,0
